Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,PCT_SE_A14001_002,PCT_SE_A14001_003,PCT_SE_A14001_004,PCT_SE_A14001_005,PCT_SE_A14001_006,PCT_SE_A14001_007,PCT_SE_A14001_008,PCT_SE_A14001_009,PCT_SE_A14001_010,PCT_SE_A14001_011,PCT_SE_A14001_012,PCT_SE_A14001_013,PCT_SE_A14001_014,PCT_SE_A14001_015,PCT_SE_A14001_016,PCT_SE_A14001_017
"06001441503","14000US06001441503","Census Tract 4415.03","Census Tract 4415.03, Alameda County, California","ca","140","00","ACSSF","0002969",,,,,"06","001",,,,"441503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2076,42,8,0,28,14,32,56,14,6,49,85,153,287,216,336,750,2.02,0.39,0,1.35,0.67,1.54,2.7,0.67,0.29,2.36,4.09,7.37,13.82,10.4,16.18,36.13
"06001441521","14000US06001441521","Census Tract 4415.21","Census Tract 4415.21, Alameda County, California","ca","140","00","ACSSF","0002970",,,,,"06","001",,,,"441521",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822,37,15,19,11,72,62,9,35,44,47,73,128,132,169,270,699,2.03,0.82,1.04,0.6,3.95,3.4,0.49,1.92,2.41,2.58,4.01,7.03,7.24,9.28,14.82,38.36
"06001441522","14000US06001441522","Census Tract 4415.22","Census Tract 4415.22, Alameda County, California","ca","140","00","ACSSF","0002971",,,,,"06","001",,,,"441522",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1473,16,14,33,53,55,73,26,48,26,34,77,145,84,158,151,480,1.09,0.95,2.24,3.6,3.73,4.96,1.77,3.26,1.77,2.31,5.23,9.84,5.7,10.73,10.25,32.59
"06001441523","14000US06001441523","Census Tract 4415.23","Census Tract 4415.23, Alameda County, California","ca","140","00","ACSSF","0002972",,,,,"06","001",,,,"441523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,10,0,8,0,0,38,25,33,0,9,61,121,327,128,192,463,0.71,0,0.57,0,0,2.69,1.77,2.33,0,0.64,4.31,8.55,23.11,9.05,13.57,32.72
"06001441524","14000US06001441524","Census Tract 4415.24","Census Tract 4415.24, Alameda County, California","ca","140","00","ACSSF","0002973",,,,,"06","001",,,,"441524",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,9,56,19,0,20,0,32,0,59,16,75,73,208,143,263,451,0.63,3.93,1.33,0,1.4,0,2.25,0,4.14,1.12,5.27,5.13,14.61,10.04,18.47,31.67
"06001441601","14000US06001441601","Census Tract 4416.01","Census Tract 4416.01, Alameda County, California","ca","140","00","ACSSF","0002974",,,,,"06","001",,,,"441601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,39,18,53,26,24,46,16,8,54,116,113,156,126,194,153,349,2.62,1.21,3.55,1.74,1.61,3.09,1.07,0.54,3.62,7.78,7.58,10.46,8.45,13.01,10.26,23.41
"06001441602","14000US06001441602","Census Tract 4416.02","Census Tract 4416.02, Alameda County, California","ca","140","00","ACSSF","0002975",,,,,"06","001",,,,"441602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2316,43,13,60,70,30,26,90,29,61,167,100,312,267,173,407,468,1.86,0.56,2.59,3.02,1.3,1.12,3.89,1.25,2.63,7.21,4.32,13.47,11.53,7.47,17.57,20.21
"06001441700","14000US06001441700","Census Tract 4417","Census Tract 4417, Alameda County, California","ca","140","00","ACSSF","0002976",,,,,"06","001",,,,"441700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2801,71,166,64,131,93,48,21,12,63,59,187,220,482,217,595,372,2.53,5.93,2.28,4.68,3.32,1.71,0.75,0.43,2.25,2.11,6.68,7.85,17.21,7.75,21.24,13.28
"06001441800","14000US06001441800","Census Tract 4418","Census Tract 4418, Alameda County, California","ca","140","00","ACSSF","0002977",,,,,"06","001",,,,"441800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314,70,87,97,31,75,26,15,46,20,18,125,339,230,251,314,570,3.03,3.76,4.19,1.34,3.24,1.12,0.65,1.99,0.86,0.78,5.4,14.65,9.94,10.85,13.57,24.63
"06001441921","14000US06001441921","Census Tract 4419.21","Census Tract 4419.21, Alameda County, California","ca","140","00","ACSSF","0002978",,,,,"06","001",,,,"441921",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,9,8,29,36,0,0,23,23,0,27,27,138,192,249,147,352,0.71,0.63,2.3,2.86,0,0,1.83,1.83,0,2.14,2.14,10.95,15.24,19.76,11.67,27.94
"06001441923","14000US06001441923","Census Tract 4419.23","Census Tract 4419.23, Alameda County, California","ca","140","00","ACSSF","0002979",,,,,"06","001",,,,"441923",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386,151,29,90,103,76,0,83,44,59,124,128,354,381,250,322,192,6.33,1.22,3.77,4.32,3.19,0,3.48,1.84,2.47,5.2,5.36,14.84,15.97,10.48,13.5,8.05
"06001441924","14000US06001441924","Census Tract 4419.24","Census Tract 4419.24, Alameda County, California","ca","140","00","ACSSF","0002980",,,,,"06","001",,,,"441924",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2647,26,25,12,26,14,17,56,112,63,124,133,175,398,364,424,678,0.98,0.94,0.45,0.98,0.53,0.64,2.12,4.23,2.38,4.68,5.02,6.61,15.04,13.75,16.02,25.61
"06001441925","14000US06001441925","Census Tract 4419.25","Census Tract 4419.25, Alameda County, California","ca","140","00","ACSSF","0002981",,,,,"06","001",,,,"441925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3000,171,53,42,88,56,10,62,39,0,122,141,313,428,461,323,691,5.7,1.77,1.4,2.93,1.87,0.33,2.07,1.3,0,4.07,4.7,10.43,14.27,15.37,10.77,23.03
"06001441926","14000US06001441926","Census Tract 4419.26","Census Tract 4419.26, Alameda County, California","ca","140","00","ACSSF","0002982",,,,,"06","001",,,,"441926",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1483,38,45,0,0,15,55,14,57,43,81,120,330,206,145,234,100,2.56,3.03,0,0,1.01,3.71,0.94,3.84,2.9,5.46,8.09,22.25,13.89,9.78,15.78,6.74
"06001441927","14000US06001441927","Census Tract 4419.27","Census Tract 4419.27, Alameda County, California","ca","140","00","ACSSF","0002983",,,,,"06","001",,,,"441927",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1760,38,62,16,60,34,33,34,48,22,86,102,297,313,156,168,291,2.16,3.52,0.91,3.41,1.93,1.88,1.93,2.73,1.25,4.89,5.8,16.88,17.78,8.86,9.55,16.53
"06001442000","14000US06001442000","Census Tract 4420","Census Tract 4420, Alameda County, California","ca","140","00","ACSSF","0002984",,,,,"06","001",,,,"442000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003,15,0,0,12,8,0,15,11,8,76,44,82,118,54,146,414,1.5,0,0,1.2,0.8,0,1.5,1.1,0.8,7.58,4.39,8.18,11.76,5.38,14.56,41.28
"06001442100","14000US06001442100","Census Tract 4421","Census Tract 4421, Alameda County, California","ca","140","00","ACSSF","0002985",,,,,"06","001",,,,"442100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1622,39,17,20,0,24,16,0,17,23,21,29,101,162,150,270,733,2.4,1.05,1.23,0,1.48,0.99,0,1.05,1.42,1.29,1.79,6.23,9.99,9.25,16.65,45.19
"06001442200","14000US06001442200","Census Tract 4422","Census Tract 4422, Alameda County, California","ca","140","00","ACSSF","0002986",,,,,"06","001",,,,"442200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2175,50,0,12,36,36,0,49,70,12,56,119,74,138,207,415,901,2.3,0,0.55,1.66,1.66,0,2.25,3.22,0.55,2.57,5.47,3.4,6.34,9.52,19.08,41.43
"06001442301","14000US06001442301","Census Tract 4423.01","Census Tract 4423.01, Alameda County, California","ca","140","00","ACSSF","0002987",,,,,"06","001",,,,"442301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1561,61,37,75,25,28,62,49,7,15,30,113,287,154,190,228,200,3.91,2.37,4.8,1.6,1.79,3.97,3.14,0.45,0.96,1.92,7.24,18.39,9.87,12.17,14.61,12.81
"06001442302","14000US06001442302","Census Tract 4423.02","Census Tract 4423.02, Alameda County, California","ca","140","00","ACSSF","0002988",,,,,"06","001",,,,"442302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2238,102,133,81,116,27,112,46,18,62,197,278,239,174,182,239,232,4.56,5.94,3.62,5.18,1.21,5,2.06,0.8,2.77,8.8,12.42,10.68,7.77,8.13,10.68,10.37
"06001442400","14000US06001442400","Census Tract 4424","Census Tract 4424, Alameda County, California","ca","140","00","ACSSF","0002989",,,,,"06","001",,,,"442400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,49,7,54,54,31,22,42,39,39,33,106,332,290,205,364,349,2.43,0.35,2.68,2.68,1.54,1.09,2.08,1.93,1.93,1.64,5.26,16.47,14.38,10.17,18.06,17.31
"06001442500","14000US06001442500","Census Tract 4425","Census Tract 4425, Alameda County, California","ca","140","00","ACSSF","0002990",,,,,"06","001",,,,"442500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2264,48,0,32,12,70,108,0,43,39,136,285,413,131,277,471,199,2.12,0,1.41,0.53,3.09,4.77,0,1.9,1.72,6.01,12.59,18.24,5.79,12.23,20.8,8.79
"06001442601","14000US06001442601","Census Tract 4426.01","Census Tract 4426.01, Alameda County, California","ca","140","00","ACSSF","0002991",,,,,"06","001",,,,"442601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1306,65,0,0,0,18,49,28,10,18,87,75,166,45,110,338,297,4.98,0,0,0,1.38,3.75,2.14,0.77,1.38,6.66,5.74,12.71,3.45,8.42,25.88,22.74
"06001442602","14000US06001442602","Census Tract 4426.02","Census Tract 4426.02, Alameda County, California","ca","140","00","ACSSF","0002992",,,,,"06","001",,,,"442602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1625,66,75,26,36,18,56,34,35,18,70,113,151,230,178,147,372,4.06,4.62,1.6,2.22,1.11,3.45,2.09,2.15,1.11,4.31,6.95,9.29,14.15,10.95,9.05,22.89
"06001442700","14000US06001442700","Census Tract 4427","Census Tract 4427, Alameda County, California","ca","140","00","ACSSF","0002993",,,,,"06","001",,,,"442700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,20,0,21,22,20,14,10,8,9,56,70,151,98,122,201,224,1.91,0,2.01,2.1,1.91,1.34,0.96,0.76,0.86,5.35,6.69,14.44,9.37,11.66,19.22,21.41
"06001442800","14000US06001442800","Census Tract 4428","Census Tract 4428, Alameda County, California","ca","140","00","ACSSF","0002994",,,,,"06","001",,,,"442800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904,11,0,35,32,13,17,12,28,12,74,45,102,166,111,146,100,1.22,0,3.87,3.54,1.44,1.88,1.33,3.1,1.33,8.19,4.98,11.28,18.36,12.28,16.15,11.06
"06001442900","14000US06001442900","Census Tract 4429","Census Tract 4429, Alameda County, California","ca","140","00","ACSSF","0002995",,,,,"06","001",,,,"442900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277,30,44,47,14,62,58,17,39,58,146,211,227,376,140,414,394,1.32,1.93,2.06,0.61,2.72,2.55,0.75,1.71,2.55,6.41,9.27,9.97,16.51,6.15,18.18,17.3
"06001443001","14000US06001443001","Census Tract 4430.01","Census Tract 4430.01, Alameda County, California","ca","140","00","ACSSF","0002996",,,,,"06","001",,,,"443001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,839,12,5,15,22,10,0,24,4,16,63,41,110,181,83,186,67,1.43,0.6,1.79,2.62,1.19,0,2.86,0.48,1.91,7.51,4.89,13.11,21.57,9.89,22.17,7.99
"06001443002","14000US06001443002","Census Tract 4430.02","Census Tract 4430.02, Alameda County, California","ca","140","00","ACSSF","0002997",,,,,"06","001",,,,"443002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1957,36,25,0,8,35,91,48,32,75,128,167,295,303,188,226,300,1.84,1.28,0,0.41,1.79,4.65,2.45,1.64,3.83,6.54,8.53,15.07,15.48,9.61,11.55,15.33
"06001443102","14000US06001443102","Census Tract 4431.02","Census Tract 4431.02, Alameda County, California","ca","140","00","ACSSF","0002998",,,,,"06","001",,,,"443102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1492,23,25,0,0,7,0,12,0,8,7,70,110,95,127,392,616,1.54,1.68,0,0,0.47,0,0.8,0,0.54,0.47,4.69,7.37,6.37,8.51,26.27,41.29
"06001443103","14000US06001443103","Census Tract 4431.03","Census Tract 4431.03, Alameda County, California","ca","140","00","ACSSF","0002999",,,,,"06","001",,,,"443103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,18,6,20,32,10,32,0,0,3,44,34,59,42,52,239,620,1.49,0.5,1.65,2.64,0.83,2.64,0,0,0.25,3.63,2.81,4.87,3.47,4.29,19.74,51.2
"06001443104","14000US06001443104","Census Tract 4431.04","Census Tract 4431.04, Alameda County, California","ca","140","00","ACSSF","0003000",,,,,"06","001",,,,"443104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1782,83,60,11,12,35,8,45,0,27,6,102,129,111,223,308,622,4.66,3.37,0.62,0.67,1.96,0.45,2.53,0,1.52,0.34,5.72,7.24,6.23,12.51,17.28,34.9
"06001443105","14000US06001443105","Census Tract 4431.05","Census Tract 4431.05, Alameda County, California","ca","140","00","ACSSF","0003001",,,,,"06","001",,,,"443105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505,51,0,0,21,80,5,27,13,0,85,48,24,125,114,295,617,3.39,0,0,1.4,5.32,0.33,1.79,0.86,0,5.65,3.19,1.59,8.31,7.57,19.6,41
"06001443200","14000US06001443200","Census Tract 4432","Census Tract 4432, Alameda County, California","ca","140","00","ACSSF","0003002",,,,,"06","001",,,,"443200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1217,15,15,0,32,15,41,0,40,36,0,79,63,64,32,125,660,1.23,1.23,0,2.63,1.23,3.37,0,3.29,2.96,0,6.49,5.18,5.26,2.63,10.27,54.23
"06001443301","14000US06001443301","Census Tract 4433.01","Census Tract 4433.01, Alameda County, California","ca","140","00","ACSSF","0003003",,,,,"06","001",,,,"443301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1272,5,6,0,14,0,23,13,7,7,21,62,152,111,130,225,496,0.39,0.47,0,1.1,0,1.81,1.02,0.55,0.55,1.65,4.87,11.95,8.73,10.22,17.69,38.99
"06001443321","14000US06001443321","Census Tract 4433.21","Census Tract 4433.21, Alameda County, California","ca","140","00","ACSSF","0003004",,,,,"06","001",,,,"443321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1107,38,20,23,18,12,0,0,20,7,42,109,72,122,240,199,185,3.43,1.81,2.08,1.63,1.08,0,0,1.81,0.63,3.79,9.85,6.5,11.02,21.68,17.98,16.71
"06001443322","14000US06001443322","Census Tract 4433.22","Census Tract 4433.22, Alameda County, California","ca","140","00","ACSSF","0003005",,,,,"06","001",,,,"443322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962,21,9,12,0,4,5,11,14,11,32,51,54,81,107,187,363,2.18,0.94,1.25,0,0.42,0.52,1.14,1.46,1.14,3.33,5.3,5.61,8.42,11.12,19.44,37.73
"06001444100","14000US06001444100","Census Tract 4441","Census Tract 4441, Alameda County, California","ca","140","00","ACSSF","0003006",,,,,"06","001",,,,"444100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2518,79,99,79,49,40,61,45,38,66,124,153,212,266,180,507,520,3.14,3.93,3.14,1.95,1.59,2.42,1.79,1.51,2.62,4.92,6.08,8.42,10.56,7.15,20.14,20.65
"06001444200","14000US06001444200","Census Tract 4442","Census Tract 4442, Alameda County, California","ca","140","00","ACSSF","0003007",,,,,"06","001",,,,"444200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,72,9,27,30,28,28,45,26,26,129,131,262,219,217,397,241,3.82,0.48,1.43,1.59,1.48,1.48,2.38,1.38,1.38,6.84,6.94,13.88,11.61,11.5,21.04,12.77
"06001444301","14000US06001444301","Census Tract 4443.01","Census Tract 4443.01, Alameda County, California","ca","140","00","ACSSF","0003008",,,,,"06","001",,,,"444301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140,7,18,0,26,21,20,15,16,23,25,92,215,158,165,170,169,0.61,1.58,0,2.28,1.84,1.75,1.32,1.4,2.02,2.19,8.07,18.86,13.86,14.47,14.91,14.82
"06001444302","14000US06001444302","Census Tract 4443.02","Census Tract 4443.02, Alameda County, California","ca","140","00","ACSSF","0003009",,,,,"06","001",,,,"444302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1322,29,21,9,45,69,14,50,55,53,39,104,268,151,103,166,146,2.19,1.59,0.68,3.4,5.22,1.06,3.78,4.16,4.01,2.95,7.87,20.27,11.42,7.79,12.56,11.04
"06001444400","14000US06001444400","Census Tract 4444","Census Tract 4444, Alameda County, California","ca","140","00","ACSSF","0003010",,,,,"06","001",,,,"444400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1493,42,37,23,40,15,70,29,39,18,113,104,336,298,81,183,65,2.81,2.48,1.54,2.68,1,4.69,1.94,2.61,1.21,7.57,6.97,22.51,19.96,5.43,12.26,4.35
"06001444500","14000US06001444500","Census Tract 4445","Census Tract 4445, Alameda County, California","ca","140","00","ACSSF","0003011",,,,,"06","001",,,,"444500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2052,40,43,9,27,18,27,49,46,63,149,202,309,329,167,381,193,1.95,2.1,0.44,1.32,0.88,1.32,2.39,2.24,3.07,7.26,9.84,15.06,16.03,8.14,18.57,9.41
"06001444601","14000US06001444601","Census Tract 4446.01","Census Tract 4446.01, Alameda County, California","ca","140","00","ACSSF","0003012",,,,,"06","001",,,,"444601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1710,18,15,0,48,6,40,0,11,40,116,83,238,217,222,262,394,1.05,0.88,0,2.81,0.35,2.34,0,0.64,2.34,6.78,4.85,13.92,12.69,12.98,15.32,23.04
"06001444602","14000US06001444602","Census Tract 4446.02","Census Tract 4446.02, Alameda County, California","ca","140","00","ACSSF","0003013",,,,,"06","001",,,,"444602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555,26,19,20,56,33,58,0,0,8,62,73,282,253,193,203,269,1.67,1.22,1.29,3.6,2.12,3.73,0,0,0.51,3.99,4.69,18.14,16.27,12.41,13.05,17.3
"06001450101","14000US06001450101","Census Tract 4501.01","Census Tract 4501.01, Alameda County, California","ca","140","00","ACSSF","0003014",,,,,"06","001",,,,"450101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2094,69,17,20,36,8,53,9,40,13,59,205,172,169,313,410,501,3.3,0.81,0.96,1.72,0.38,2.53,0.43,1.91,0.62,2.82,9.79,8.21,8.07,14.95,19.58,23.93
"06001450102","14000US06001450102","Census Tract 4501.02","Census Tract 4501.02, Alameda County, California","ca","140","00","ACSSF","0003015",,,,,"06","001",,,,"450102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,8,11,23,12,12,0,0,24,28,26,10,154,164,138,301,420,0.6,0.83,1.73,0.9,0.9,0,0,1.8,2.1,1.95,0.75,11.57,12.32,10.37,22.61,31.56
"06001450200","14000US06001450200","Census Tract 4502","Census Tract 4502, Alameda County, California","ca","140","00","ACSSF","0003016",,,,,"06","001",,,,"450200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2542,53,35,0,79,77,22,18,0,53,88,108,369,365,338,394,543,2.08,1.38,0,3.11,3.03,0.87,0.71,0,2.08,3.46,4.25,14.52,14.36,13.3,15.5,21.36
"06001450300","14000US06001450300","Census Tract 4503","Census Tract 4503, Alameda County, California","ca","140","00","ACSSF","0003017",,,,,"06","001",,,,"450300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1814,17,8,39,21,27,30,20,15,80,48,146,185,326,299,207,346,0.94,0.44,2.15,1.16,1.49,1.65,1.1,0.83,4.41,2.65,8.05,10.2,17.97,16.48,11.41,19.07
"06001450400","14000US06001450400","Census Tract 4504","Census Tract 4504, Alameda County, California","ca","140","00","ACSSF","0003018",,,,,"06","001",,,,"450400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2386,12,13,80,49,70,74,138,34,49,67,155,274,494,237,289,351,0.5,0.54,3.35,2.05,2.93,3.1,5.78,1.42,2.05,2.81,6.5,11.48,20.7,9.93,12.11,14.71
"06001450501","14000US06001450501","Census Tract 4505.01","Census Tract 4505.01, Alameda County, California","ca","140","00","ACSSF","0003019",,,,,"06","001",,,,"450501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1227,26,27,34,0,18,42,16,27,9,47,121,99,95,202,219,245,2.12,2.2,2.77,0,1.47,3.42,1.3,2.2,0.73,3.83,9.86,8.07,7.74,16.46,17.85,19.97
"06001450502","14000US06001450502","Census Tract 4505.02","Census Tract 4505.02, Alameda County, California","ca","140","00","ACSSF","0003020",,,,,"06","001",,,,"450502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1913,26,0,25,8,11,32,11,44,39,31,92,165,120,222,317,770,1.36,0,1.31,0.42,0.58,1.67,0.58,2.3,2.04,1.62,4.81,8.63,6.27,11.6,16.57,40.25
"06001450601","14000US06001450601","Census Tract 4506.01","Census Tract 4506.01, Alameda County, California","ca","140","00","ACSSF","0003021",,,,,"06","001",,,,"450601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1343,41,12,0,23,13,16,0,14,4,52,62,94,210,108,163,531,3.05,0.89,0,1.71,0.97,1.19,0,1.04,0.3,3.87,4.62,7,15.64,8.04,12.14,39.54
"06001450602","14000US06001450602","Census Tract 4506.02","Census Tract 4506.02, Alameda County, California","ca","140","00","ACSSF","0003022",,,,,"06","001",,,,"450602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3465,110,34,33,16,0,18,49,129,72,19,262,338,239,398,567,1181,3.17,0.98,0.95,0.46,0,0.52,1.41,3.72,2.08,0.55,7.56,9.75,6.9,11.49,16.36,34.08
"06001450603","14000US06001450603","Census Tract 4506.03","Census Tract 4506.03, Alameda County, California","ca","140","00","ACSSF","0003023",,,,,"06","001",,,,"450603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1704,11,50,45,21,43,19,9,0,62,35,31,162,195,184,310,527,0.65,2.93,2.64,1.23,2.52,1.12,0.53,0,3.64,2.05,1.82,9.51,11.44,10.8,18.19,30.93
"06001450604","14000US06001450604","Census Tract 4506.04","Census Tract 4506.04, Alameda County, California","ca","140","00","ACSSF","0003024",,,,,"06","001",,,,"450604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,29,22,23,26,53,22,23,20,49,62,53,147,183,159,384,632,1.54,1.17,1.22,1.38,2.81,1.17,1.22,1.06,2.6,3.29,2.81,7.79,9.7,8.43,20.35,33.49
"06001450605","14000US06001450605","Census Tract 4506.05","Census Tract 4506.05, Alameda County, California","ca","140","00","ACSSF","0003025",,,,,"06","001",,,,"450605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1512,49,10,57,33,61,32,46,10,0,35,67,98,111,167,307,429,3.24,0.66,3.77,2.18,4.03,2.12,3.04,0.66,0,2.31,4.43,6.48,7.34,11.04,20.3,28.37
"06001450606","14000US06001450606","Census Tract 4506.06","Census Tract 4506.06, Alameda County, California","ca","140","00","ACSSF","0003026",,,,,"06","001",,,,"450606",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2110,17,16,11,25,22,22,19,6,14,30,53,115,270,178,307,1005,0.81,0.76,0.52,1.18,1.04,1.04,0.9,0.28,0.66,1.42,2.51,5.45,12.8,8.44,14.55,47.63
"06001450607","14000US06001450607","Census Tract 4506.07","Census Tract 4506.07, Alameda County, California","ca","140","00","ACSSF","0003027",,,,,"06","001",,,,"450607",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2445,115,218,75,152,56,86,27,55,0,50,76,359,268,119,303,486,4.7,8.92,3.07,6.22,2.29,3.52,1.1,2.25,0,2.04,3.11,14.68,10.96,4.87,12.39,19.88
"06001450701","14000US06001450701","Census Tract 4507.01","Census Tract 4507.01, Alameda County, California","ca","140","00","ACSSF","0003028",,,,,"06","001",,,,"450701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2844,11,22,0,3,25,3,43,21,11,178,109,255,161,80,368,1554,0.39,0.77,0,0.11,0.88,0.11,1.51,0.74,0.39,6.26,3.83,8.97,5.66,2.81,12.94,54.64
"06001450741","14000US06001450741","Census Tract 4507.41","Census Tract 4507.41, Alameda County, California","ca","140","00","ACSSF","0003029",,,,,"06","001",,,,"450741",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2032,33,34,36,90,10,66,10,134,0,72,85,163,144,302,249,604,1.62,1.67,1.77,4.43,0.49,3.25,0.49,6.59,0,3.54,4.18,8.02,7.09,14.86,12.25,29.72
"06001450742","14000US06001450742","Census Tract 4507.42","Census Tract 4507.42, Alameda County, California","ca","140","00","ACSSF","0003030",,,,,"06","001",,,,"450742",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,12,36,43,97,34,44,46,34,46,35,65,212,132,146,346,616,0.62,1.85,2.21,4.99,1.75,2.26,2.37,1.75,2.37,1.8,3.34,10.91,6.79,7.51,17.8,31.69
