Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A12001_001,SE_A12001_002,SE_A12001_003,SE_A12001_004,SE_A12001_005,SE_A12001_006,SE_A12001_007,SE_A12001_008,PCT_SE_A12001_002,PCT_SE_A12001_003,PCT_SE_A12001_004,PCT_SE_A12001_005,PCT_SE_A12001_006,PCT_SE_A12001_007,PCT_SE_A12001_008
"06037229100","14000US06037229100","Census Tract 2291","Census Tract 2291, Los Angeles County, California","ca","140","00","ACSSF","0004591",,,,,"06","037",,,,"229100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2925,1742,577,474,98,34,0,0,59.56,19.73,16.21,3.35,1.16,0,0
"06037229200","14000US06037229200","Census Tract 2292","Census Tract 2292, Los Angeles County, California","ca","140","00","ACSSF","0004592",,,,,"06","037",,,,"229200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896,1467,791,514,104,20,0,0,50.66,27.31,17.75,3.59,0.69,0,0
"06037229300","14000US06037229300","Census Tract 2293","Census Tract 2293, Los Angeles County, California","ca","140","00","ACSSF","0004593",,,,,"06","037",,,,"229300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3064,1900,601,421,83,41,18,0,62.01,19.61,13.74,2.71,1.34,0.59,0
"06037229410","14000US06037229410","Census Tract 2294.10","Census Tract 2294.10, Los Angeles County, California","ca","140","00","ACSSF","0004594",,,,,"06","037",,,,"229410",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1942,1110,391,392,23,26,0,0,57.16,20.13,20.19,1.18,1.34,0,0
"06037229420","14000US06037229420","Census Tract 2294.20","Census Tract 2294.20, Los Angeles County, California","ca","140","00","ACSSF","0004595",,,,,"06","037",,,,"229420",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2488,1368,529,390,179,22,0,0,54.98,21.26,15.68,7.19,0.88,0,0
"06037231100","14000US06037231100","Census Tract 2311","Census Tract 2311, Los Angeles County, California","ca","140","00","ACSSF","0004596",,,,,"06","037",,,,"231100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266,977,628,510,105,40,6,0,43.12,27.71,22.51,4.63,1.77,0.26,0
"06037231210","14000US06037231210","Census Tract 2312.10","Census Tract 2312.10, Los Angeles County, California","ca","140","00","ACSSF","0004597",,,,,"06","037",,,,"231210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2159,1178,336,489,110,39,7,0,54.56,15.56,22.65,5.09,1.81,0.32,0
"06037231220","14000US06037231220","Census Tract 2312.20","Census Tract 2312.20, Los Angeles County, California","ca","140","00","ACSSF","0004598",,,,,"06","037",,,,"231220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2623,1386,663,427,129,18,0,0,52.84,25.28,16.28,4.92,0.69,0,0
"06037231300","14000US06037231300","Census Tract 2313","Census Tract 2313, Los Angeles County, California","ca","140","00","ACSSF","0004599",,,,,"06","037",,,,"231300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3742,1699,796,784,348,108,7,0,45.4,21.27,20.95,9.3,2.89,0.19,0
"06037231400","14000US06037231400","Census Tract 2314","Census Tract 2314, Los Angeles County, California","ca","140","00","ACSSF","0004600",,,,,"06","037",,,,"231400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3246,1250,816,644,401,135,0,0,38.51,25.14,19.84,12.35,4.16,0,0
"06037231500","14000US06037231500","Census Tract 2315","Census Tract 2315, Los Angeles County, California","ca","140","00","ACSSF","0004601",,,,,"06","037",,,,"231500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3432,915,1115,1040,339,23,0,0,26.66,32.49,30.3,9.88,0.67,0,0
"06037231600","14000US06037231600","Census Tract 2316","Census Tract 2316, Los Angeles County, California","ca","140","00","ACSSF","0004602",,,,,"06","037",,,,"231600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4624,1667,1302,1022,482,113,11,27,36.05,28.16,22.1,10.42,2.44,0.24,0.58
"06037231710","14000US06037231710","Census Tract 2317.10","Census Tract 2317.10, Los Angeles County, California","ca","140","00","ACSSF","0004603",,,,,"06","037",,,,"231710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2146,1138,576,254,178,0,0,0,53.03,26.84,11.84,8.29,0,0,0
"06037231720","14000US06037231720","Census Tract 2317.20","Census Tract 2317.20, Los Angeles County, California","ca","140","00","ACSSF","0004604",,,,,"06","037",,,,"231720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3042,1510,624,710,157,31,0,10,49.64,20.51,23.34,5.16,1.02,0,0.33
"06037231800","14000US06037231800","Census Tract 2318","Census Tract 2318, Los Angeles County, California","ca","140","00","ACSSF","0004605",,,,,"06","037",,,,"231800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843,1719,563,327,208,26,0,0,60.46,19.8,11.5,7.32,0.91,0,0
"06037231900","14000US06037231900","Census Tract 2319","Census Tract 2319, Los Angeles County, California","ca","140","00","ACSSF","0004606",,,,,"06","037",,,,"231900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3083,1691,678,543,106,65,0,0,54.85,21.99,17.61,3.44,2.11,0,0
"06037232110","14000US06037232110","Census Tract 2321.10","Census Tract 2321.10, Los Angeles County, California","ca","140","00","ACSSF","0004607",,,,,"06","037",,,,"232110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1725,872,396,346,99,12,0,0,50.55,22.96,20.06,5.74,0.7,0,0
"06037232120","14000US06037232120","Census Tract 2321.20","Census Tract 2321.20, Los Angeles County, California","ca","140","00","ACSSF","0004608",,,,,"06","037",,,,"232120",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3453,1653,903,548,297,13,39,0,47.87,26.15,15.87,8.6,0.38,1.13,0
"06037232200","14000US06037232200","Census Tract 2322","Census Tract 2322, Los Angeles County, California","ca","140","00","ACSSF","0004609",,,,,"06","037",,,,"232200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216,1006,480,539,134,41,0,16,45.4,21.66,24.32,6.05,1.85,0,0.72
"06037232300","14000US06037232300","Census Tract 2323","Census Tract 2323, Los Angeles County, California","ca","140","00","ACSSF","0004610",,,,,"06","037",,,,"232300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3631,1600,1134,650,196,51,0,0,44.06,31.23,17.9,5.4,1.4,0,0
"06037232400","14000US06037232400","Census Tract 2324","Census Tract 2324, Los Angeles County, California","ca","140","00","ACSSF","0004611",,,,,"06","037",,,,"232400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4851,1725,1311,1281,427,89,0,18,35.56,27.03,26.41,8.8,1.83,0,0.37
"06037232500","14000US06037232500","Census Tract 2325","Census Tract 2325, Los Angeles County, California","ca","140","00","ACSSF","0004612",,,,,"06","037",,,,"232500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997,1363,748,613,218,49,6,0,45.48,24.96,20.45,7.27,1.63,0.2,0
"06037232600","14000US06037232600","Census Tract 2326","Census Tract 2326, Los Angeles County, California","ca","140","00","ACSSF","0004613",,,,,"06","037",,,,"232600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3787,1324,1275,816,351,21,0,0,34.96,33.67,21.55,9.27,0.55,0,0
"06037232700","14000US06037232700","Census Tract 2327","Census Tract 2327, Los Angeles County, California","ca","140","00","ACSSF","0004614",,,,,"06","037",,,,"232700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3974,1823,1015,869,142,125,0,0,45.87,25.54,21.87,3.57,3.15,0,0
"06037232800","14000US06037232800","Census Tract 2328","Census Tract 2328, Los Angeles County, California","ca","140","00","ACSSF","0004615",,,,,"06","037",,,,"232800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2151,1042,667,301,127,14,0,0,48.44,31.01,13.99,5.9,0.65,0,0
"06037234000","14000US06037234000","Census Tract 2340","Census Tract 2340, Los Angeles County, California","ca","140","00","ACSSF","0004616",,,,,"06","037",,,,"234000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3774,671,692,1447,531,322,44,67,17.78,18.34,38.34,14.07,8.53,1.17,1.78
"06037234200","14000US06037234200","Census Tract 2342","Census Tract 2342, Los Angeles County, California","ca","140","00","ACSSF","0004617",,,,,"06","037",,,,"234200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1947,137,432,799,289,223,47,20,7.04,22.19,41.04,14.84,11.45,2.41,1.03
"06037234300","14000US06037234300","Census Tract 2343","Census Tract 2343, Los Angeles County, California","ca","140","00","ACSSF","0004618",,,,,"06","037",,,,"234300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3151,230,430,1356,615,410,110,0,7.3,13.65,43.03,19.52,13.01,3.49,0
"06037234501","14000US06037234501","Census Tract 2345.01","Census Tract 2345.01, Los Angeles County, California","ca","140","00","ACSSF","0004619",,,,,"06","037",,,,"234501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,454,477,658,287,101,16,0,22.78,23.93,33.02,14.4,5.07,0.8,0
"06037234502","14000US06037234502","Census Tract 2345.02","Census Tract 2345.02, Los Angeles County, California","ca","140","00","ACSSF","0004620",,,,,"06","037",,,,"234502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010,481,386,796,222,77,0,48,23.93,19.2,39.6,11.04,3.83,0,2.39
"06037234600","14000US06037234600","Census Tract 2346","Census Tract 2346, Los Angeles County, California","ca","140","00","ACSSF","0004621",,,,,"06","037",,,,"234600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3249,659,844,912,543,252,28,11,20.28,25.98,28.07,16.71,7.76,0.86,0.34
"06037234700","14000US06037234700","Census Tract 2347","Census Tract 2347, Los Angeles County, California","ca","140","00","ACSSF","0004622",,,,,"06","037",,,,"234700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2451,805,595,918,65,12,0,56,32.84,24.28,37.45,2.65,0.49,0,2.28
"06037234800","14000US06037234800","Census Tract 2348","Census Tract 2348, Los Angeles County, California","ca","140","00","ACSSF","0004623",,,,,"06","037",,,,"234800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2516,502,674,1055,210,70,0,5,19.95,26.79,41.93,8.35,2.78,0,0.2
"06037234901","14000US06037234901","Census Tract 2349.01","Census Tract 2349.01, Los Angeles County, California","ca","140","00","ACSSF","0004624",,,,,"06","037",,,,"234901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654,515,533,469,101,36,0,0,31.14,32.22,28.36,6.11,2.18,0,0
"06037234902","14000US06037234902","Census Tract 2349.02","Census Tract 2349.02, Los Angeles County, California","ca","140","00","ACSSF","0004625",,,,,"06","037",,,,"234902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2610,751,802,917,123,5,12,0,28.77,30.73,35.13,4.71,0.19,0.46,0
"06037235100","14000US06037235100","Census Tract 2351","Census Tract 2351, Los Angeles County, California","ca","140","00","ACSSF","0004626",,,,,"06","037",,,,"235100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,417,536,1396,667,316,82,93,11.89,15.28,39.81,19.02,9.01,2.34,2.65
"06037235201","14000US06037235201","Census Tract 2352.01","Census Tract 2352.01, Los Angeles County, California","ca","140","00","ACSSF","0004627",,,,,"06","037",,,,"235201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1930,477,409,771,139,119,15,0,24.72,21.19,39.95,7.2,6.17,0.78,0
"06037235202","14000US06037235202","Census Tract 2352.02","Census Tract 2352.02, Los Angeles County, California","ca","140","00","ACSSF","0004628",,,,,"06","037",,,,"235202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3442,807,1135,1003,320,166,0,11,23.45,32.98,29.14,9.3,4.82,0,0.32
"06037236000","14000US06037236000","Census Tract 2360","Census Tract 2360, Los Angeles County, California","ca","140","00","ACSSF","0004629",,,,,"06","037",,,,"236000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3456,221,257,1195,847,659,151,126,6.39,7.44,34.58,24.51,19.07,4.37,3.65
"06037236100","14000US06037236100","Census Tract 2361","Census Tract 2361, Los Angeles County, California","ca","140","00","ACSSF","0004630",,,,,"06","037",,,,"236100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3931,569,1163,1407,600,152,33,7,14.47,29.59,35.79,15.26,3.87,0.84,0.18
"06037236202","14000US06037236202","Census Tract 2362.02","Census Tract 2362.02, Los Angeles County, California","ca","140","00","ACSSF","0004631",,,,,"06","037",,,,"236202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3686,964,1009,1182,420,111,0,0,26.15,27.37,32.07,11.39,3.01,0,0
"06037236203","14000US06037236203","Census Tract 2362.03","Census Tract 2362.03, Los Angeles County, California","ca","140","00","ACSSF","0004632",,,,,"06","037",,,,"236203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2222,496,616,826,212,63,9,0,22.32,27.72,37.17,9.54,2.84,0.41,0
"06037236204","14000US06037236204","Census Tract 2362.04","Census Tract 2362.04, Los Angeles County, California","ca","140","00","ACSSF","0004633",,,,,"06","037",,,,"236204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,558,514,704,125,54,20,9,28.12,25.91,35.48,6.3,2.72,1.01,0.45
"06037236400","14000US06037236400","Census Tract 2364","Census Tract 2364, Los Angeles County, California","ca","140","00","ACSSF","0004634",,,,,"06","037",,,,"236400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3520,115,525,1118,1090,506,81,85,3.27,14.91,31.76,30.97,14.37,2.3,2.41
"06037237101","14000US06037237101","Census Tract 2371.01","Census Tract 2371.01, Los Angeles County, California","ca","140","00","ACSSF","0004635",,,,,"06","037",,,,"237101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266,1027,644,511,47,11,5,21,45.32,28.42,22.55,2.07,0.49,0.22,0.93
"06037237102","14000US06037237102","Census Tract 2371.02","Census Tract 2371.02, Los Angeles County, California","ca","140","00","ACSSF","0004636",,,,,"06","037",,,,"237102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2030,982,535,345,126,25,11,6,48.37,26.35,17,6.21,1.23,0.54,0.3
"06037237201","14000US06037237201","Census Tract 2372.01","Census Tract 2372.01, Los Angeles County, California","ca","140","00","ACSSF","0004637",,,,,"06","037",,,,"237201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2323,898,733,550,102,21,0,19,38.66,31.55,23.68,4.39,0.9,0,0.82
"06037237202","14000US06037237202","Census Tract 2372.02","Census Tract 2372.02, Los Angeles County, California","ca","140","00","ACSSF","0004638",,,,,"06","037",,,,"237202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2740,1080,928,448,159,101,13,11,39.42,33.87,16.35,5.8,3.69,0.47,0.4
"06037237300","14000US06037237300","Census Tract 2373","Census Tract 2373, Los Angeles County, California","ca","140","00","ACSSF","0004639",,,,,"06","037",,,,"237300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3949,975,1389,1220,302,36,27,0,24.69,35.17,30.89,7.65,0.91,0.68,0
"06037237401","14000US06037237401","Census Tract 2374.01","Census Tract 2374.01, Los Angeles County, California","ca","140","00","ACSSF","0004640",,,,,"06","037",,,,"237401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2556,1084,606,645,147,45,19,10,42.41,23.71,25.23,5.75,1.76,0.74,0.39
"06037237402","14000US06037237402","Census Tract 2374.02","Census Tract 2374.02, Los Angeles County, California","ca","140","00","ACSSF","0004641",,,,,"06","037",,,,"237402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2186,720,682,542,195,27,6,14,32.94,31.2,24.79,8.92,1.24,0.27,0.64
"06037237500","14000US06037237500","Census Tract 2375","Census Tract 2375, Los Angeles County, California","ca","140","00","ACSSF","0004642",,,,,"06","037",,,,"237500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1741,791,475,379,65,31,0,0,45.43,27.28,21.77,3.73,1.78,0,0
"06037237600","14000US06037237600","Census Tract 2376","Census Tract 2376, Los Angeles County, California","ca","140","00","ACSSF","0004643",,,,,"06","037",,,,"237600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,926,848,513,122,18,0,0,38.15,34.94,21.14,5.03,0.74,0,0
"06037237710","14000US06037237710","Census Tract 2377.10","Census Tract 2377.10, Los Angeles County, California","ca","140","00","ACSSF","0004644",,,,,"06","037",,,,"237710",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350,1074,599,555,95,13,0,14,45.7,25.49,23.62,4.04,0.55,0,0.6
"06037237720","14000US06037237720","Census Tract 2377.20","Census Tract 2377.20, Los Angeles County, California","ca","140","00","ACSSF","0004645",,,,,"06","037",,,,"237720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998,915,484,475,95,24,0,5,45.8,24.22,23.77,4.75,1.2,0,0.25
"06037237800","14000US06037237800","Census Tract 2378","Census Tract 2378, Los Angeles County, California","ca","140","00","ACSSF","0004646",,,,,"06","037",,,,"237800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2622,536,694,1076,175,141,0,0,20.44,26.47,41.04,6.67,5.38,0,0
"06037237900","14000US06037237900","Census Tract 2379","Census Tract 2379, Los Angeles County, California","ca","140","00","ACSSF","0004647",,,,,"06","037",,,,"237900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2954,424,930,1130,335,66,69,0,14.35,31.48,38.25,11.34,2.23,2.34,0
"06037238000","14000US06037238000","Census Tract 2380","Census Tract 2380, Los Angeles County, California","ca","140","00","ACSSF","0004648",,,,,"06","037",,,,"238000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4642,1190,1084,1666,436,230,36,0,25.64,23.35,35.89,9.39,4.95,0.78,0
"06037238100","14000US06037238100","Census Tract 2381","Census Tract 2381, Los Angeles County, California","ca","140","00","ACSSF","0004649",,,,,"06","037",,,,"238100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3090,485,857,1115,420,173,21,19,15.7,27.73,36.08,13.59,5.6,0.68,0.61
"06037238200","14000US06037238200","Census Tract 2382","Census Tract 2382, Los Angeles County, California","ca","140","00","ACSSF","0004650",,,,,"06","037",,,,"238200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679,859,1095,1253,366,106,0,0,23.35,29.76,34.06,9.95,2.88,0,0
"06037238310","14000US06037238310","Census Tract 2383.10","Census Tract 2383.10, Los Angeles County, California","ca","140","00","ACSSF","0004651",,,,,"06","037",,,,"238310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2843,1270,866,530,98,79,0,0,44.67,30.46,18.64,3.45,2.78,0,0
"06037238320","14000US06037238320","Census Tract 2383.20","Census Tract 2383.20, Los Angeles County, California","ca","140","00","ACSSF","0004652",,,,,"06","037",,,,"238320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2161,964,642,462,93,0,0,0,44.61,29.71,21.38,4.3,0,0,0
"06037238400","14000US06037238400","Census Tract 2384","Census Tract 2384, Los Angeles County, California","ca","140","00","ACSSF","0004653",,,,,"06","037",,,,"238400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3384,340,957,1413,467,158,27,22,10.05,28.28,41.76,13.8,4.67,0.8,0.65
"06037239201","14000US06037239201","Census Tract 2392.01","Census Tract 2392.01, Los Angeles County, California","ca","140","00","ACSSF","0004654",,,,,"06","037",,,,"239201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286,1275,539,325,112,35,0,0,55.77,23.58,14.22,4.9,1.53,0,0
"06037239202","14000US06037239202","Census Tract 2392.02","Census Tract 2392.02, Los Angeles County, California","ca","140","00","ACSSF","0004655",,,,,"06","037",,,,"239202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3292,1792,958,362,125,55,0,0,54.43,29.1,11,3.8,1.67,0,0
"06037239310","14000US06037239310","Census Tract 2393.10","Census Tract 2393.10, Los Angeles County, California","ca","140","00","ACSSF","0004656",,,,,"06","037",,,,"239310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2352,1168,526,457,156,45,0,0,49.66,22.36,19.43,6.63,1.91,0,0
"06037239320","14000US06037239320","Census Tract 2393.20","Census Tract 2393.20, Los Angeles County, California","ca","140","00","ACSSF","0004657",,,,,"06","037",,,,"239320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,1237,609,322,55,19,0,8,54.98,27.07,14.31,2.44,0.84,0,0.36
"06037239330","14000US06037239330","Census Tract 2393.30","Census Tract 2393.30, Los Angeles County, California","ca","140","00","ACSSF","0004658",,,,,"06","037",,,,"239330",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,873,304,205,94,54,0,0,57.06,19.87,13.4,6.14,3.53,0,0
"06037239501","14000US06037239501","Census Tract 2395.01","Census Tract 2395.01, Los Angeles County, California","ca","140","00","ACSSF","0004659",,,,,"06","037",,,,"239501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084,982,664,333,80,25,0,0,47.12,31.86,15.98,3.84,1.2,0,0
"06037239502","14000US06037239502","Census Tract 2395.02","Census Tract 2395.02, Los Angeles County, California","ca","140","00","ACSSF","0004660",,,,,"06","037",,,,"239502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2051,1020,495,437,99,0,0,0,49.73,24.13,21.31,4.83,0,0,0
"06037239601","14000US06037239601","Census Tract 2396.01","Census Tract 2396.01, Los Angeles County, California","ca","140","00","ACSSF","0004661",,,,,"06","037",,,,"239601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2198,1035,670,401,71,15,0,6,47.09,30.48,18.24,3.23,0.68,0,0.27
"06037239602","14000US06037239602","Census Tract 2396.02","Census Tract 2396.02, Los Angeles County, California","ca","140","00","ACSSF","0004662",,,,,"06","037",,,,"239602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,971,554,325,132,28,4,19,47.76,27.25,15.99,6.49,1.38,0.2,0.93
"06037239701","14000US06037239701","Census Tract 2397.01","Census Tract 2397.01, Los Angeles County, California","ca","140","00","ACSSF","0004663",,,,,"06","037",,,,"239701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2629,1383,781,410,51,0,4,0,52.61,29.71,15.6,1.94,0,0.15,0
"06037239702","14000US06037239702","Census Tract 2397.02","Census Tract 2397.02, Los Angeles County, California","ca","140","00","ACSSF","0004664",,,,,"06","037",,,,"239702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2405,1066,744,485,84,26,0,0,44.32,30.94,20.17,3.49,1.08,0,0
"06037239801","14000US06037239801","Census Tract 2398.01","Census Tract 2398.01, Los Angeles County, California","ca","140","00","ACSSF","0004665",,,,,"06","037",,,,"239801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,920,519,427,79,20,0,9,46.61,26.29,21.63,4,1.01,0,0.46
"06037239802","14000US06037239802","Census Tract 2398.02","Census Tract 2398.02, Los Angeles County, California","ca","140","00","ACSSF","0004666",,,,,"06","037",,,,"239802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3087,1366,923,564,224,10,0,0,44.25,29.9,18.27,7.26,0.32,0,0
"06037240010","14000US06037240010","Census Tract 2400.10","Census Tract 2400.10, Los Angeles County, California","ca","140","00","ACSSF","0004667",,,,,"06","037",,,,"240010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,1131,518,302,39,19,0,0,56.3,25.78,15.03,1.94,0.95,0,0
"06037240020","14000US06037240020","Census Tract 2400.20","Census Tract 2400.20, Los Angeles County, California","ca","140","00","ACSSF","0004668",,,,,"06","037",,,,"240020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2937,1348,648,770,171,0,0,0,45.9,22.06,26.22,5.82,0,0,0
"06037240200","14000US06037240200","Census Tract 2402","Census Tract 2402, Los Angeles County, California","ca","140","00","ACSSF","0004669",,,,,"06","037",,,,"240200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165,1463,802,717,103,80,0,0,46.22,25.34,22.65,3.25,2.53,0,0
"06037240300","14000US06037240300","Census Tract 2403","Census Tract 2403, Los Angeles County, California","ca","140","00","ACSSF","0004670",,,,,"06","037",,,,"240300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3164,1271,1048,656,170,19,0,0,40.17,33.12,20.73,5.37,0.6,0,0
"06037240401","14000US06037240401","Census Tract 2404.01","Census Tract 2404.01, Los Angeles County, California","ca","140","00","ACSSF","0004671",,,,,"06","037",,,,"240401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3190,1389,801,692,299,0,0,9,43.54,25.11,21.69,9.37,0,0,0.28
"06037240402","14000US06037240402","Census Tract 2404.02","Census Tract 2404.02, Los Angeles County, California","ca","140","00","ACSSF","0004672",,,,,"06","037",,,,"240402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2299,731,832,579,103,29,0,25,31.8,36.19,25.18,4.48,1.26,0,1.09
"06037240500","14000US06037240500","Census Tract 2405","Census Tract 2405, Los Angeles County, California","ca","140","00","ACSSF","0004673",,,,,"06","037",,,,"240500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4353,2121,1274,780,169,9,0,0,48.73,29.27,17.92,3.88,0.21,0,0
"06037240600","14000US06037240600","Census Tract 2406","Census Tract 2406, Los Angeles County, California","ca","140","00","ACSSF","0004674",,,,,"06","037",,,,"240600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3320,1728,763,712,104,13,0,0,52.05,22.98,21.45,3.13,0.39,0,0
"06037240700","14000US06037240700","Census Tract 2407","Census Tract 2407, Los Angeles County, California","ca","140","00","ACSSF","0004675",,,,,"06","037",,,,"240700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3821,1409,1284,924,188,9,0,7,36.88,33.6,24.18,4.92,0.24,0,0.18
